timestamp_utc,ticker,side,price,size,t_submit_ms,t_fill_ms,taker_delay_ms,success,order_id,fill_count,status,error_msg,test_num
2026-02-01T04:55:19.461092+00:00,KXBTC15M-26FEB010000-00,no,36,1,1769921719495.5486,1769921719531.0547,35.506103515625,True,8c1001ca-2cd5-4ed6-8e83-3eaaf8cac9ed,1,executed,,6
2026-02-01T04:55:20.532376+00:00,KXBTC15M-26FEB010000-00,yes,71,1,1769921720565.3745,1769921720599.7056,34.3310546875,True,fde136f8-146f-49ef-a452-0753c72f1979,1,executed,,7
2026-02-01T04:55:21.601002+00:00,KXBTC15M-26FEB010000-00,no,34,1,1769921721632.6313,1769921721668.8025,36.171142578125,True,46406b3e-0d6d-485b-a7ad-96784fceb9ba,1,executed,,8
2026-02-01T04:55:22.670121+00:00,KXBTC15M-26FEB010000-00,yes,71,1,1769921722704.9724,1769921722736.9072,31.934814453125,True,be892392-cf51-4bfe-989c-0a38a7d902ee,1,executed,,9
2026-02-01T04:55:23.738398+00:00,KXBTC15M-26FEB010000-00,no,30,1,1769921723770.3235,1769921723800.629,30.305419921875,True,50d5b75d-9ba1-47c8-a0db-22f5fd468b0b,1,executed,,10
2026-02-01T04:55:24.801943+00:00,KXBTC15M-26FEB010000-00,yes,71,1,1769921724838.4614,1769921724873.4524,34.990966796875,True,5cbff3fe-b70a-4740-8914-16144eb77c3f,1,executed,,11
2026-02-01T04:55:25.874764+00:00,KXBTC15M-26FEB010000-00,no,30,1,1769921725907.952,1769921725961.3591,53.4072265625,True,925c2b78-b422-4ce9-a861-7d3c95111101,1,executed,,12
2026-02-01T04:55:26.962664+00:00,KXBTC15M-26FEB010000-00,yes,72,1,1769921726998.0059,1769921727033.9763,35.970458984375,True,081436f3-15a3-4417-b4a3-b6ee6bcef7dd,1,executed,,13
2026-02-01T04:55:28.035282+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921728069.5007,1769921728104.483,34.982177734375,True,ecaeaca4-5f79-4fb5-a25c-1e06b7bccfb3,1,executed,,14
2026-02-01T04:55:29.105804+00:00,KXBTC15M-26FEB010000-00,yes,72,1,1769921729141.3296,1769921729173.0,31.67041015625,True,bed73123-974c-4b62-b21e-16eb84ea383d,1,executed,,15
2026-02-01T04:55:30.174299+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921730275.1277,1769921730312.058,36.930419921875,True,4c0564b5-889e-4da5-8bc4-70e1035a2fd1,1,executed,,16
2026-02-01T04:55:31.313381+00:00,KXBTC15M-26FEB010000-00,yes,72,1,1769921731343.5498,1769921731375.6826,32.1328125,True,ee7a138e-54f4-4f66-8d94-3b0f67617c4f,1,executed,,17
2026-02-01T04:55:32.376757+00:00,KXBTC15M-26FEB010000-00,no,31,1,1769921732412.5337,1769921732446.2666,33.73291015625,True,0fe15aef-46c7-4807-987b-f373d83442a2,1,executed,,18
2026-02-01T04:55:33.447565+00:00,KXBTC15M-26FEB010000-00,yes,72,1,1769921733480.3354,1769921733539.7075,59.3720703125,True,6f3fe19d-dc6e-4fe1-860a-207a861f836f,1,executed,,19
2026-02-01T04:55:34.541019+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921734585.2874,1769921734618.3264,33.0390625,True,544fa5c6-f1ad-47d7-bff6-80450189c7a0,1,executed,,20
2026-02-01T04:55:35.619630+00:00,KXBTC15M-26FEB010000-00,yes,72,1,1769921735654.583,1769921735691.0686,36.485595703125,True,1ae4cbf0-c39d-4438-8a96-55dd2b2a3c4b,1,executed,,21
2026-02-01T04:55:36.692490+00:00,KXBTC15M-26FEB010000-00,no,33,1,1769921736725.485,1769921736759.244,33.7587890625,True,11018ca2-06e6-4bea-809e-bc798583129f,1,executed,,22
2026-02-01T04:55:37.218299+00:00,KXBTC15M-26FEB010000-00,yes,73,1,1769921737269.72,1769921737303.751,34.031005859375,True,1ebb5030-fd7d-48a9-8e33-206a1170fb6e,1,executed,,1
2026-02-01T04:55:37.760562+00:00,KXBTC15M-26FEB010000-00,yes,73,1,1769921737790.0645,1769921737825.7224,35.657958984375,True,39432992-14e1-4d1c-8ab9-f9f35376fc9f,1,executed,,23
2026-02-01T04:55:38.305096+00:00,KXBTC15M-26FEB010000-00,no,33,1,1769921738341.0068,1769921738403.587,62.580078125,True,04f6f28a-3e29-4965-9946-75f796c84d51,1,executed,,2
2026-02-01T04:55:38.827043+00:00,KXBTC15M-26FEB010000-00,no,33,1,1769921738864.2026,1769921738898.2537,34.051025390625,True,542892ff-e708-4ff9-80cf-a19cf73d42bf,1,executed,,24
2026-02-01T04:55:39.404917+00:00,KXBTC15M-26FEB010000-00,yes,73,1,1769921739439.9531,1769921739473.446,33.492919921875,True,c33c8afc-123d-405b-a369-a42056ec4d2e,1,executed,,3
2026-02-01T04:55:39.899579+00:00,KXBTC15M-26FEB010000-00,yes,73,1,1769921739933.4355,1769921739965.7742,32.338623046875,True,e056fa9d-793c-4f68-a621-02419b33dbb9,1,executed,,25
2026-02-01T04:55:40.474759+00:00,KXBTC15M-26FEB010000-00,no,33,1,1769921740508.5933,1769921740542.4749,33.881591796875,True,a95de96b-c5a1-4ba4-aab4-16d05977ffa3,1,executed,,4
2026-02-01T04:55:41.543781+00:00,KXBTC15M-26FEB010000-00,yes,73,1,1769921741576.107,1769921741614.3328,38.225830078125,True,d96a017b-30d7-4676-ba5b-f6c8f38bfb3b,1,executed,,5
2026-02-01T04:55:42.615653+00:00,KXBTC15M-26FEB010000-00,no,33,1,1769921742656.2322,1769921742685.9895,29.75732421875,True,b9fd59c1-89ff-465c-a156-67d537588d2e,1,executed,,6
2026-02-01T04:55:43.687306+00:00,KXBTC15M-26FEB010000-00,yes,73,1,1769921743723.724,1769921743755.0244,31.30029296875,True,8c38cfae-d30c-4a11-96e9-aaf032e5bea3,1,executed,,7
2026-02-01T04:55:44.756322+00:00,KXBTC15M-26FEB010000-00,no,31,1,1769921744789.4395,1769921744831.4753,42.035888671875,True,a2949fbb-6122-409b-8ae3-b1a2ab997243,1,executed,,8
2026-02-01T04:55:45.832788+00:00,KXBTC15M-26FEB010000-00,yes,73,1,1769921745871.3774,1769921745904.9841,33.606689453125,True,fffd5f73-f3fc-49f5-a5ba-8f231d1608cd,1,executed,,9
2026-02-01T04:55:46.906282+00:00,KXBTC15M-26FEB010000-00,no,31,1,1769921746937.614,1769921746969.3958,31.78173828125,True,2f63b9fb-3cd0-4095-a9c5-b2266a95097d,1,executed,,10
2026-02-01T04:55:47.970709+00:00,KXBTC15M-26FEB010000-00,yes,75,1,1769921748006.5293,1769921748040.7876,34.25830078125,True,e4ef20ce-1cca-431b-ac8e-48ead1bfba91,1,executed,,11
2026-02-01T04:55:49.042093+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921749076.937,1769921749110.4082,33.47119140625,True,06382d77-9dfc-45e6-9eb7-b39a56b9d981,1,executed,,12
2026-02-01T04:55:50.111710+00:00,KXBTC15M-26FEB010000-00,yes,75,1,1769921750140.6772,1769921750171.3667,30.689453125,True,b022255a-9b63-4ca6-bef1-64c9827e4303,1,executed,,13
2026-02-01T04:55:51.172674+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921751205.733,1769921751242.3787,36.645751953125,True,ac29d328-1999-4c4d-a74e-7716f69bfa47,1,executed,,14
2026-02-01T04:55:52.243741+00:00,KXBTC15M-26FEB010000-00,yes,76,1,1769921752278.2083,1769921752310.5015,32.293212890625,True,2dee035a-b289-49c3-9f7e-8fdbe9714a20,1,executed,,15
2026-02-01T04:55:53.311818+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921753345.1846,1769921753376.268,31.08349609375,True,161d6dc6-96d4-422a-acf8-f87286b67780,1,executed,,16
2026-02-01T04:55:54.377703+00:00,KXBTC15M-26FEB010000-00,yes,76,1,1769921754410.4604,1769921754442.3232,31.86279296875,True,162d193e-3a12-4c4d-939c-6c54ea80e15c,1,executed,,17
2026-02-01T04:55:55.443628+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921755475.7996,1769921755530.1868,54.38720703125,True,ee8611dd-ce56-4714-a13a-568d7dbaf281,1,executed,,18
2026-02-01T04:55:56.531487+00:00,KXBTC15M-26FEB010000-00,yes,77,1,1769921756566.211,1769921756602.0286,35.817626953125,True,6278eec2-ea34-4d99-9ed5-be44f38c4ebe,1,executed,,19
2026-02-01T04:55:57.603335+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921757638.8098,1769921757672.256,33.4462890625,True,730b81a2-8471-4486-ae42-da1200baf42b,1,executed,,20
2026-02-01T04:55:58.673653+00:00,KXBTC15M-26FEB010000-00,yes,75,1,1769921758707.8767,1769921758739.2275,31.350830078125,True,f2da85ae-d065-46d3-b92b-0b9dff5466c4,1,executed,,21
2026-02-01T04:55:59.740527+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921759773.7576,1769921759808.2085,34.450927734375,True,d30f5ad0-13f9-425b-b241-bc0d45b64523,1,executed,,22
2026-02-01T04:56:00.809629+00:00,KXBTC15M-26FEB010000-00,yes,78,1,1769921760845.0105,1769921760879.4993,34.48876953125,True,a9c16e96-73e5-49db-b8d2-b511fee33617,1,executed,,23
2026-02-01T04:56:01.880842+00:00,KXBTC15M-26FEB010000-00,no,32,1,1769921761921.8594,1769921761956.8655,35.006103515625,True,d1ad80c1-1b2c-4cc2-a360-466746eeaa91,1,executed,,24
2026-02-01T04:56:02.958191+00:00,KXBTC15M-26FEB010000-00,yes,73,1,1769921762992.2212,1769921763022.8696,30.6484375,True,410f4cd2-026d-4028-89ea-3d08d77030d3,1,executed,,25
